mythic_level,clear_time_ms,keystone_time_ms,num_chests,score,time_remaining_ms,dungeon_name,player,completed_at
10,1245407,1860999,2,332.4,615592,Eco-Dome Al'dani,Udinson,2025-09-10T11:49:49.000Z
10,1245407,1860999,2,332.4,615592,Eco-Dome Al'dani,Weakdh,2025-09-10T11:49:49.000Z
10,1245407,1860999,2,332.4,615592,Eco-Dome Al'dani,Ulnw,2025-09-10T11:49:49.000Z
10,1245407,1860999,2,332.4,615592,Eco-Dome Al'dani,Yearnvoker,2025-09-10T11:49:49.000Z
10,1245407,1860999,2,332.4,615592,Eco-Dome Al'dani,Spênser,2025-09-10T11:49:49.000Z
10,1045574,1860999,3,335,815425,Eco-Dome Al'dani,Cyronà,2025-09-10T12:20:34.000Z
10,1045574,1860999,3,335,815425,Eco-Dome Al'dani,Herlios,2025-09-10T12:20:34.000Z
10,1045574,1860999,3,335,815425,Eco-Dome Al'dani,Tiarany,2025-09-10T12:20:34.000Z
10,1045574,1860999,3,335,815425,Eco-Dome Al'dani,Gnomerouge,2025-09-10T12:20:34.000Z
10,1045574,1860999,3,335,815425,Eco-Dome Al'dani,Yearnvoker,2025-09-10T12:20:34.000Z
10,1327626,1860999,2,330.7,533373,Eco-Dome Al'dani,Shanyana,2025-09-10T12:48:53.000Z
10,1327626,1860999,2,330.7,533373,Eco-Dome Al'dani,Aperi,2025-09-10T12:48:53.000Z
10,1327626,1860999,2,330.7,533373,Eco-Dome Al'dani,Amadaraia,2025-09-10T12:48:53.000Z
10,1327626,1860999,2,330.7,533373,Eco-Dome Al'dani,Cracks,2025-09-10T12:48:53.000Z
10,1327626,1860999,2,330.7,533373,Eco-Dome Al'dani,Yearnvoker,2025-09-10T12:48:53.000Z
10,1230887,1800999,2,331.9,570112,"Ara-Kara, City of Echoes",Faerlina,2025-09-10T13:43:30.000Z
10,1230887,1800999,2,331.9,570112,"Ara-Kara, City of Echoes",Xytrixzdk,2025-09-10T13:43:30.000Z
10,1230887,1800999,2,331.9,570112,"Ara-Kara, City of Echoes",Boomîe,2025-09-10T13:43:30.000Z
10,1230887,1800999,2,331.9,570112,"Ara-Kara, City of Echoes",Hanmorra,2025-09-10T13:43:30.000Z
10,1230887,1800999,2,331.9,570112,"Ara-Kara, City of Echoes",Corallna,2025-09-10T13:43:30.000Z
12,1635829,1800999,1,363.4,165170,Tazavesh: So'leah's Gambit,Quintillá,2025-09-10T18:04:30.000Z
12,1635829,1800999,1,363.4,165170,Tazavesh: So'leah's Gambit,Ferean,2025-09-10T18:04:30.000Z
12,1635829,1800999,1,363.4,165170,Tazavesh: So'leah's Gambit,Ruana,2025-09-10T18:04:30.000Z
12,1635829,1800999,1,363.4,165170,Tazavesh: So'leah's Gambit,Clarisette,2025-09-10T18:04:30.000Z
12,1635829,1800999,1,363.4,165170,Tazavesh: So'leah's Gambit,Unamithil,2025-09-10T18:04:30.000Z
12,1841513,1920999,1,361.6,79486,Halls of Atonement,Ferean,2025-09-10T18:37:35.000Z
12,1841513,1920999,1,361.6,79486,Halls of Atonement,Quintillá,2025-09-10T18:37:35.000Z
12,1841513,1920999,1,361.6,79486,Halls of Atonement,Unamithil,2025-09-10T18:37:35.000Z
12,1841513,1920999,1,361.6,79486,Halls of Atonement,Clarisette,2025-09-10T18:37:35.000Z
12,1841513,1920999,1,361.6,79486,Halls of Atonement,Ruana,2025-09-10T18:37:35.000Z
13,1944400,1800999,0,317,-143401,"Ara-Kara, City of Echoes",Quintillá,2025-09-10T19:10:51.000Z
13,1944400,1800999,0,317,-143401,"Ara-Kara, City of Echoes",Ferean,2025-09-10T19:10:51.000Z
13,1944400,1800999,0,317,-143401,"Ara-Kara, City of Echoes",Unamithil,2025-09-10T19:10:51.000Z
13,1944400,1800999,0,317,-143401,"Ara-Kara, City of Echoes",Ruana,2025-09-10T19:10:51.000Z
13,1944400,1800999,0,317,-143401,"Ara-Kara, City of Echoes",Clarisette,2025-09-10T19:10:51.000Z
12,1765867,1950999,1,363.6,185132,Priory of the Sacred Flame,Quintillá,2025-09-10T20:01:41.000Z
12,1765867,1950999,1,363.6,185132,Priory of the Sacred Flame,Unamithil,2025-09-10T20:01:41.000Z
12,1765867,1950999,1,363.6,185132,Priory of the Sacred Flame,Ruana,2025-09-10T20:01:41.000Z
12,1765867,1950999,1,363.6,185132,Priory of the Sacred Flame,Clarisette,2025-09-10T20:01:41.000Z
12,1765867,1950999,1,363.6,185132,Priory of the Sacred Flame,Ferean,2025-09-10T20:01:41.000Z
13,1882354,1920999,1,375.8,38645,Halls of Atonement,Faerlina,2025-09-11T21:51:25.000Z
13,1882354,1920999,1,375.8,38645,Halls of Atonement,Damson,2025-09-11T21:51:25.000Z
13,1882354,1920999,1,375.8,38645,Halls of Atonement,Ivadk,2025-09-11T21:51:25.000Z
13,1882354,1920999,1,375.8,38645,Halls of Atonement,Gnamethistle,2025-09-11T21:51:25.000Z
13,1882354,1920999,1,375.8,38645,Halls of Atonement,Lucifearo,2025-09-11T21:51:25.000Z
14,2177207,1950999,0,315.7,-226208,Priory of the Sacred Flame,Faerlina,2025-09-11T22:47:59.000Z
14,2177207,1950999,0,315.7,-226208,Priory of the Sacred Flame,Damson,2025-09-11T22:47:59.000Z
14,2177207,1950999,0,315.7,-226208,Priory of the Sacred Flame,Ivadk,2025-09-11T22:47:59.000Z
14,2177207,1950999,0,315.7,-226208,Priory of the Sacred Flame,Gnamethistle,2025-09-11T22:47:59.000Z
14,2177207,1950999,0,315.7,-226208,Priory of the Sacred Flame,Quintillá,2025-09-11T22:47:59.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Notax,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Lucifearo,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Brannfarlig,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Deathdog,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Deathdog,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Notax,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Brannfarlig,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Котфедот,2025-09-12T18:59:52.000Z
10,1611570,1860999,1,325,249429,Eco-Dome Al'dani,Lucifearo,2025-09-12T18:59:52.000Z
11,1936707,1800999,0,317.2,-135708,"Ara-Kara, City of Echoes",Healingagain,2025-09-12T19:54:49.000Z
11,1936707,1800999,0,317.2,-135708,"Ara-Kara, City of Echoes",Arkrawr,2025-09-12T19:54:49.000Z
11,1936707,1800999,0,317.2,-135708,"Ara-Kara, City of Echoes",Brannfarlig,2025-09-12T19:54:49.000Z
11,1936707,1800999,0,317.2,-135708,"Ara-Kara, City of Echoes",Yorwi,2025-09-12T19:54:49.000Z
11,1936707,1800999,0,317.2,-135708,"Ara-Kara, City of Echoes",Lucifearo,2025-09-12T19:54:49.000Z
10,1322770,1800999,2,330,478229,Tazavesh: So'leah's Gambit,Blugh,2025-09-12T20:40:51.000Z
10,1322770,1800999,2,330,478229,Tazavesh: So'leah's Gambit,Arkrawr,2025-09-12T20:40:51.000Z
10,1322770,1800999,2,330,478229,Tazavesh: So'leah's Gambit,Vulph,2025-09-12T20:40:51.000Z
10,1322770,1800999,2,330,478229,Tazavesh: So'leah's Gambit,Helliglys,2025-09-12T20:40:51.000Z
10,1322770,1800999,2,330,478229,Tazavesh: So'leah's Gambit,Lucifearo,2025-09-12T20:40:51.000Z
13,1558129,1860999,1,381.1,302870,Eco-Dome Al'dani,Faerlina,2025-09-13T19:04:48.000Z
13,1558129,1860999,1,381.1,302870,Eco-Dome Al'dani,Ivadk,2025-09-13T19:04:48.000Z
13,1558129,1860999,1,381.1,302870,Eco-Dome Al'dani,Gnamethistle,2025-09-13T19:04:48.000Z
13,1558129,1860999,1,381.1,302870,Eco-Dome Al'dani,Quintillá,2025-09-13T19:04:48.000Z
13,1558129,1860999,1,381.1,302870,Eco-Dome Al'dani,Lucifearo,2025-09-13T19:04:48.000Z
13,1755395,1950999,1,378.8,195604,Priory of the Sacred Flame,Lucifearo,2025-09-13T19:45:54.000Z
13,1755395,1950999,1,378.8,195604,Priory of the Sacred Flame,Faerlina,2025-09-13T19:45:54.000Z
13,1755395,1950999,1,378.8,195604,Priory of the Sacred Flame,Quintillá,2025-09-13T19:45:54.000Z
13,1755395,1950999,1,378.8,195604,Priory of the Sacred Flame,Gnamethistle,2025-09-13T19:45:54.000Z
13,1755395,1950999,1,378.8,195604,Priory of the Sacred Flame,Ivadk,2025-09-13T19:45:54.000Z
14,1731085,1800999,1,391.5,69914,"Ara-Kara, City of Echoes",Faerlina,2025-09-13T20:43:38.000Z
14,1731085,1800999,1,391.5,69914,"Ara-Kara, City of Echoes",Ivadk,2025-09-13T20:43:38.000Z
14,1731085,1800999,1,391.5,69914,"Ara-Kara, City of Echoes",Gnamethistle,2025-09-13T20:43:38.000Z
14,1731085,1800999,1,391.5,69914,"Ara-Kara, City of Echoes",Quintillá,2025-09-13T20:43:38.000Z
14,1731085,1800999,1,391.5,69914,"Ara-Kara, City of Echoes",Lucifearo,2025-09-13T20:43:38.000Z
14,1820421,1920999,1,392,100578,Halls of Atonement,Faerlina,2025-09-13T22:03:08.000Z
14,1820421,1920999,1,392,100578,Halls of Atonement,Ivadk,2025-09-13T22:03:08.000Z
14,1820421,1920999,1,392,100578,Halls of Atonement,Gnamethistle,2025-09-13T22:03:08.000Z
14,1820421,1920999,1,392,100578,Halls of Atonement,Quintillá,2025-09-13T22:03:08.000Z
14,1820421,1920999,1,392,100578,Halls of Atonement,Lucifearo,2025-09-13T22:03:08.000Z
14,2062595,2100999,1,390.7,38404,Tazavesh: Streets of Wonder,Faerlina,2025-09-13T22:46:10.000Z
14,2062595,2100999,1,390.7,38404,Tazavesh: Streets of Wonder,Ivadk,2025-09-13T22:46:10.000Z
14,2062595,2100999,1,390.7,38404,Tazavesh: Streets of Wonder,Gnamethistle,2025-09-13T22:46:10.000Z
14,2062595,2100999,1,390.7,38404,Tazavesh: Streets of Wonder,Quintillá,2025-09-13T22:46:10.000Z
14,2062595,2100999,1,390.7,38404,Tazavesh: Streets of Wonder,Lucifearo,2025-09-13T22:46:10.000Z
10,1342077,1920999,2,331.3,578922,Halls of Atonement,Skysurfer,2025-09-14T11:19:31.000Z
10,1342077,1920999,2,331.3,578922,Halls of Atonement,Orukhai,2025-09-14T11:19:31.000Z
10,1342077,1920999,2,331.3,578922,Halls of Atonement,Zacks,2025-09-14T11:19:31.000Z
10,1342077,1920999,2,331.3,578922,Halls of Atonement,Ruana,2025-09-14T11:19:31.000Z
10,1342077,1920999,2,331.3,578922,Halls of Atonement,Tankkdudu,2025-09-14T11:19:31.000Z
10,1345563,1920999,2,331.2,575436,Halls of Atonement,Boberdruid,2025-09-14T13:06:22.000Z
10,1345563,1920999,2,331.2,575436,Halls of Atonement,Shamenia,2025-09-14T13:06:22.000Z
10,1345563,1920999,2,331.2,575436,Halls of Atonement,Hayolla,2025-09-14T13:06:22.000Z
10,1345563,1920999,2,331.2,575436,Halls of Atonement,Brewplum,2025-09-14T13:06:22.000Z
10,1345563,1920999,2,331.2,575436,Halls of Atonement,Ruana,2025-09-14T13:06:22.000Z
2,1316175,1920999,2,166.8,604824,Halls of Atonement,Ivaknife,2025-09-14T23:11:21.000Z
2,1316175,1920999,2,166.8,604824,Halls of Atonement,Faerlina,2025-09-14T23:11:21.000Z
2,1316175,1920999,2,166.8,604824,Halls of Atonement,Thistlebear,2025-09-14T23:11:21.000Z
2,1316175,1920999,2,166.8,604824,Halls of Atonement,Machocham,2025-09-14T23:11:21.000Z
2,1316175,1920999,2,166.8,604824,Halls of Atonement,Arkoni,2025-09-14T23:11:21.000Z
12,1843493,2100999,1,364.6,257506,Tazavesh: Streets of Wonder,Xemíoza,2025-09-15T00:25:32.000Z
12,1843493,2100999,1,364.6,257506,Tazavesh: Streets of Wonder,Spinxy,2025-09-15T00:25:32.000Z
12,1843493,2100999,1,364.6,257506,Tazavesh: Streets of Wonder,Faerlina,2025-09-15T00:25:32.000Z
12,1843493,2100999,1,364.6,257506,Tazavesh: Streets of Wonder,Ilinali,2025-09-15T00:25:32.000Z
12,1843493,2100999,1,364.6,257506,Tazavesh: Streets of Wonder,Jêt,2025-09-15T00:25:32.000Z
11,1301549,1860999,2,346.3,559450,Eco-Dome Al'dani,Faerlina,2025-09-15T00:58:48.000Z
11,1301549,1860999,2,346.3,559450,Eco-Dome Al'dani,Cavero,2025-09-15T00:58:48.000Z
11,1301549,1860999,2,346.3,559450,Eco-Dome Al'dani,Dekorxan,2025-09-15T00:58:48.000Z
11,1301549,1860999,2,346.3,559450,Eco-Dome Al'dani,Miramana,2025-09-15T00:58:48.000Z
11,1301549,1860999,2,346.3,559450,Eco-Dome Al'dani,Ритиса,2025-09-15T00:58:48.000Z
11,1687192,1860999,1,338.5,173807,The Dawnbreaker,Faerlina,2025-09-15T01:40:21.000Z
11,1687192,1860999,1,338.5,173807,The Dawnbreaker,Specialsham,2025-09-15T01:40:21.000Z
11,1687192,1860999,1,338.5,173807,The Dawnbreaker,Cónstántín,2025-09-15T01:40:21.000Z
11,1687192,1860999,1,338.5,173807,The Dawnbreaker,Iminpain,2025-09-15T01:40:21.000Z
11,1687192,1860999,1,338.5,173807,The Dawnbreaker,Ælanør,2025-09-15T01:40:21.000Z
12,1803299,1980999,1,363.4,177700,Operation: Floodgate,Faerlina,2025-09-15T04:53:22.000Z
12,1803299,1980999,1,363.4,177700,Operation: Floodgate,Wyldo,2025-09-15T04:53:22.000Z
12,1803299,1980999,1,363.4,177700,Operation: Floodgate,Minisin,2025-09-15T04:53:22.000Z
12,1803299,1980999,1,363.4,177700,Operation: Floodgate,Kushisteel,2025-09-15T04:53:22.000Z
12,1803299,1980999,1,363.4,177700,Operation: Floodgate,Weìss,2025-09-15T04:53:22.000Z
12,1550448,1950999,2,367.7,400551,Priory of the Sacred Flame,Faerlina,2025-09-15T05:30:19.000Z
12,1550448,1950999,2,367.7,400551,Priory of the Sacred Flame,Nudaka,2025-09-15T05:30:19.000Z
12,1550448,1950999,2,367.7,400551,Priory of the Sacred Flame,Arelas,2025-09-15T05:30:19.000Z
12,1550448,1950999,2,367.7,400551,Priory of the Sacred Flame,Azshari,2025-09-15T05:30:19.000Z
12,1550448,1950999,2,367.7,400551,Priory of the Sacred Flame,Waater,2025-09-15T05:30:19.000Z
10,1398859,1980999,2,331,582140,Operation: Floodgate,Holytoàst,2025-09-15T15:30:33.000Z
10,1398859,1980999,2,331,582140,Operation: Floodgate,Ruana,2025-09-15T15:30:33.000Z
10,1398859,1980999,2,331,582140,Operation: Floodgate,Nemurinomori,2025-09-15T15:30:33.000Z
10,1398859,1980999,2,331,582140,Operation: Floodgate,Kasoboo,2025-09-15T15:30:33.000Z
10,1398859,1980999,2,331,582140,Operation: Floodgate,Tâaper,2025-09-15T15:30:33.000Z
11,1346878,1860999,2,345.4,514121,The Dawnbreaker,Jumzo,2025-09-15T16:39:33.000Z
11,1346878,1860999,2,345.4,514121,The Dawnbreaker,Faerlina,2025-09-15T16:39:33.000Z
11,1346878,1860999,2,345.4,514121,The Dawnbreaker,Eliarien,2025-09-15T16:39:33.000Z
11,1346878,1860999,2,345.4,514121,The Dawnbreaker,Shaduwwolk,2025-09-15T16:39:33.000Z
11,1346878,1860999,2,345.4,514121,The Dawnbreaker,Rumirrortoo,2025-09-15T16:39:33.000Z
13,1928489,1860999,0,318.6,-67490,The Dawnbreaker,Ruana,2025-09-15T20:13:00.000Z
13,1928489,1860999,0,318.6,-67490,The Dawnbreaker,Dejauwu,2025-09-15T20:13:00.000Z
13,1928489,1860999,0,318.6,-67490,The Dawnbreaker,Oomkin,2025-09-15T20:13:00.000Z
13,1928489,1860999,0,318.6,-67490,The Dawnbreaker,Ivadk,2025-09-15T20:13:00.000Z
13,1928489,1860999,0,318.6,-67490,The Dawnbreaker,Lucifearo,2025-09-15T20:13:00.000Z
15,2111480,1860999,0,315,-250481,The Dawnbreaker,Faerlina,2025-09-16T20:52:43.000Z
15,2111480,1860999,0,315,-250481,The Dawnbreaker,Ivadk,2025-09-16T20:52:43.000Z
15,2111480,1860999,0,315,-250481,The Dawnbreaker,Ruana,2025-09-16T20:52:43.000Z
15,2111480,1860999,0,315,-250481,The Dawnbreaker,Gnamethistle,2025-09-16T20:52:43.000Z
15,2111480,1860999,0,315,-250481,The Dawnbreaker,Lucifearo,2025-09-16T20:52:43.000Z
11,1486475,1920999,2,343.5,434524,Halls of Atonement,Faerlina,2025-09-16T17:44:11.000Z
11,1486475,1920999,2,343.5,434524,Halls of Atonement,Xytrixzdk,2025-09-16T17:44:11.000Z
11,1486475,1920999,2,343.5,434524,Halls of Atonement,Tekvipriest,2025-09-16T17:44:11.000Z
11,1486475,1920999,2,343.5,434524,Halls of Atonement,Lythi,2025-09-16T17:44:11.000Z
11,1486475,1920999,2,343.5,434524,Halls of Atonement,Nyaesa,2025-09-16T17:44:11.000Z
10,2392047,1920999,0,295.8,-471048,Halls of Atonement,Purifikatiøn,2025-09-16T21:47:01.000Z
10,2392047,1920999,0,295.8,-471048,Halls of Atonement,Ivadk,2025-09-16T21:47:01.000Z
10,2392047,1920999,0,295.8,-471048,Halls of Atonement,Brannfarlig,2025-09-16T21:47:01.000Z
10,2392047,1920999,0,295.8,-471048,Halls of Atonement,Katkick,2025-09-16T21:47:01.000Z
10,2392047,1920999,0,295.8,-471048,Halls of Atonement,Northria,2025-09-16T21:47:01.000Z
10,1300223,1800999,2,330.4,500776,Tazavesh: So'leah's Gambit,Jumzo,2025-09-16T22:27:56.000Z
10,1300223,1800999,2,330.4,500776,Tazavesh: So'leah's Gambit,Ivatail,2025-09-16T22:27:56.000Z
10,1300223,1800999,2,330.4,500776,Tazavesh: So'leah's Gambit,Moullan,2025-09-16T22:27:56.000Z
10,1300223,1800999,2,330.4,500776,Tazavesh: So'leah's Gambit,Dreamlight,2025-09-16T22:27:56.000Z
10,1300223,1800999,2,330.4,500776,Tazavesh: So'leah's Gambit,Lucifearo,2025-09-16T22:27:56.000Z
10,1716886,1860999,1,322.9,144113,The Dawnbreaker,Holykueen,2025-09-17T10:37:26.000Z
10,1716886,1860999,1,322.9,144113,The Dawnbreaker,Jhn,2025-09-17T10:37:26.000Z
10,1716886,1860999,1,322.9,144113,The Dawnbreaker,Nerviim,2025-09-17T10:37:26.000Z
10,1716886,1860999,1,322.9,144113,The Dawnbreaker,Ruana,2025-09-17T10:37:26.000Z
10,1716886,1860999,1,322.9,144113,The Dawnbreaker,Ouyes,2025-09-17T10:37:26.000Z
10,1753755,2100999,1,326.2,347244,Tazavesh: Streets of Wonder,Ouyes,2025-09-17T10:04:27.000Z
10,1753755,2100999,1,326.2,347244,Tazavesh: Streets of Wonder,Ruana,2025-09-17T10:04:27.000Z
10,1753755,2100999,1,326.2,347244,Tazavesh: Streets of Wonder,Holykueen,2025-09-17T10:04:27.000Z
10,1753755,2100999,1,326.2,347244,Tazavesh: Streets of Wonder,Nerviim,2025-09-17T10:04:27.000Z
10,1753755,2100999,1,326.2,347244,Tazavesh: Streets of Wonder,Jhn,2025-09-17T10:04:27.000Z
10,1421150,1860999,2,328.9,439849,Eco-Dome Al'dani,Ouyes,2025-09-17T09:29:58.000Z
10,1421150,1860999,2,328.9,439849,Eco-Dome Al'dani,Ruana,2025-09-17T09:29:58.000Z
10,1421150,1860999,2,328.9,439849,Eco-Dome Al'dani,Holykueen,2025-09-17T09:29:58.000Z
10,1421150,1860999,2,328.9,439849,Eco-Dome Al'dani,Nerviim,2025-09-17T09:29:58.000Z
10,1421150,1860999,2,328.9,439849,Eco-Dome Al'dani,Jhn,2025-09-17T09:29:58.000Z
10,1322789,1800999,2,330,478210,Tazavesh: So'leah's Gambit,Ouyes,2025-09-17T09:03:18.000Z
10,1322789,1800999,2,330,478210,Tazavesh: So'leah's Gambit,Ruana,2025-09-17T09:03:18.000Z
10,1322789,1800999,2,330,478210,Tazavesh: So'leah's Gambit,Holykueen,2025-09-17T09:03:18.000Z
10,1322789,1800999,2,330,478210,Tazavesh: So'leah's Gambit,Nerviim,2025-09-17T09:03:18.000Z
10,1322789,1800999,2,330,478210,Tazavesh: So'leah's Gambit,Jhn,2025-09-17T09:03:18.000Z
11,1533583,1860999,1,341.6,327416,Eco-Dome Al'dani,Quintillá,2025-09-17T20:38:32.000Z
11,1533583,1860999,1,341.6,327416,Eco-Dome Al'dani,Faerlina,2025-09-17T20:38:32.000Z
11,1533583,1860999,1,341.6,327416,Eco-Dome Al'dani,Northion,2025-09-17T20:38:32.000Z
11,1533583,1860999,1,341.6,327416,Eco-Dome Al'dani,Katkick,2025-09-17T20:38:32.000Z
11,1533583,1860999,1,341.6,327416,Eco-Dome Al'dani,Ivapunchpom,2025-09-17T20:38:32.000Z
12,1539795,1860999,1,366.5,321204,Eco-Dome Al'dani,Quintillá,2025-09-17T18:38:45.000Z
12,1539795,1860999,1,366.5,321204,Eco-Dome Al'dani,Ferean,2025-09-17T18:38:45.000Z
12,1539795,1860999,1,366.5,321204,Eco-Dome Al'dani,Faerlina,2025-09-17T18:38:45.000Z
12,1539795,1860999,1,366.5,321204,Eco-Dome Al'dani,Asibia,2025-09-17T18:38:45.000Z
12,1539795,1860999,1,366.5,321204,Eco-Dome Al'dani,Clarisette,2025-09-17T18:38:45.000Z
12,1840644,1860999,1,360.4,20355,The Dawnbreaker,Quintillá,2025-09-17T18:10:09.000Z
12,1840644,1860999,1,360.4,20355,The Dawnbreaker,Asibia,2025-09-17T18:10:09.000Z
12,1840644,1860999,1,360.4,20355,The Dawnbreaker,Faerlina,2025-09-17T18:10:09.000Z
12,1840644,1860999,1,360.4,20355,The Dawnbreaker,Clarisette,2025-09-17T18:10:09.000Z
12,1840644,1860999,1,360.4,20355,The Dawnbreaker,Ferean,2025-09-17T18:10:09.000Z
11,1414636,1860999,2,344,446363,Eco-Dome Al'dani,Katkick,2025-09-17T22:00:59.000Z
11,1414636,1860999,2,344,446363,Eco-Dome Al'dani,Ivapunchpom,2025-09-17T22:00:59.000Z
11,1414636,1860999,2,344,446363,Eco-Dome Al'dani,Dejauwu,2025-09-17T22:00:59.000Z
11,1414636,1860999,2,344,446363,Eco-Dome Al'dani,Quintillá,2025-09-17T22:00:59.000Z
11,1414636,1860999,2,344,446363,Eco-Dome Al'dani,Lucifearo,2025-09-17T22:00:59.000Z
12,2246652,1920999,0,313.6,-325653,Halls of Atonement,Lucifearo,2025-09-17T21:21:18.000Z
12,2246652,1920999,0,313.6,-325653,Halls of Atonement,Quintillá,2025-09-17T21:21:18.000Z
12,2246652,1920999,0,313.6,-325653,Halls of Atonement,Dejauwu,2025-09-17T21:21:18.000Z
12,2246652,1920999,0,313.6,-325653,Halls of Atonement,Ivapunchpom,2025-09-17T21:21:18.000Z
12,2246652,1920999,0,313.6,-325653,Halls of Atonement,Katkick,2025-09-17T21:21:18.000Z
10,1136881,1800999,2,333.8,664118,Tazavesh: So'leah's Gambit,Faerlina,2025-09-18T16:32:00.000Z
10,1136881,1800999,2,333.8,664118,Tazavesh: So'leah's Gambit,Bajahao,2025-09-18T16:32:00.000Z
10,1136881,1800999,2,333.8,664118,Tazavesh: So'leah's Gambit,Getrival,2025-09-18T16:32:00.000Z
10,1136881,1800999,2,333.8,664118,Tazavesh: So'leah's Gambit,Tiramil,2025-09-18T16:32:00.000Z
10,1136881,1800999,2,333.8,664118,Tazavesh: So'leah's Gambit,Nepryakhina,2025-09-18T16:32:00.000Z
10,1688240,1800999,1,322.3,112759,Tazavesh: So'leah's Gambit,Khaghann,2025-09-15T11:17:24.000Z
10,1688240,1800999,1,322.3,112759,Tazavesh: So'leah's Gambit,Тарминьятур,2025-09-15T11:17:24.000Z
10,1688240,1800999,1,322.3,112759,Tazavesh: So'leah's Gambit,Xdwarf,2025-09-15T11:17:24.000Z
10,1688240,1800999,1,322.3,112759,Tazavesh: So'leah's Gambit,Uñdër,2025-09-15T11:17:24.000Z
10,1688240,1800999,1,322.3,112759,Tazavesh: So'leah's Gambit,Ruana,2025-09-15T11:17:24.000Z
12,1313963,1800999,2,375.1,487036,Tazavesh: So'leah's Gambit,Aurica,2025-09-19T22:21:40.000Z
12,1313963,1800999,2,375.1,487036,Tazavesh: So'leah's Gambit,Faerlina,2025-09-19T22:21:40.000Z
12,1313963,1800999,2,375.1,487036,Tazavesh: So'leah's Gambit,Miaomiao,2025-09-19T22:21:40.000Z
12,1313963,1800999,2,375.1,487036,Tazavesh: So'leah's Gambit,Nevayrah,2025-09-19T22:21:40.000Z
12,1313963,1800999,2,375.1,487036,Tazavesh: So'leah's Gambit,Lucifearo,2025-09-19T22:21:40.000Z
12,1266510,1860999,2,377,594489,Eco-Dome Al'dani,Aurica,2025-09-19T21:46:04.000Z
12,1266510,1860999,2,377,594489,Eco-Dome Al'dani,Dejauwu,2025-09-19T21:46:04.000Z
12,1266510,1860999,2,377,594489,Eco-Dome Al'dani,Miaomiao,2025-09-19T21:46:04.000Z
12,1266510,1860999,2,377,594489,Eco-Dome Al'dani,Nevayrah,2025-09-19T21:46:04.000Z
12,1266510,1860999,2,377,594489,Eco-Dome Al'dani,Lucifearo,2025-09-19T21:46:04.000Z
12,2131939,1800999,0,313.1,-330940,"Ara-Kara, City of Echoes",Eliarien,2025-09-20T16:14:50.000Z
12,2131939,1800999,0,313.1,-330940,"Ara-Kara, City of Echoes",Drexarius,2025-09-20T16:14:50.000Z
12,2131939,1800999,0,313.1,-330940,"Ara-Kara, City of Echoes",Ruana,2025-09-20T16:14:50.000Z
12,2131939,1800999,0,313.1,-330940,"Ara-Kara, City of Echoes",Ferean,2025-09-20T16:14:50.000Z
12,2131939,1800999,0,313.1,-330940,"Ara-Kara, City of Echoes",Nevayrah,2025-09-20T16:14:50.000Z
12,1694749,1950999,1,369.9,256250,Priory of the Sacred Flame,Aurica,2025-09-19T22:56:43.000Z
12,1694749,1950999,1,369.9,256250,Priory of the Sacred Flame,Faerlina,2025-09-19T22:56:43.000Z
12,1694749,1950999,1,369.9,256250,Priory of the Sacred Flame,Skirlink,2025-09-19T22:56:43.000Z
12,1694749,1950999,1,369.9,256250,Priory of the Sacred Flame,Miaomiao,2025-09-19T22:56:43.000Z
12,1694749,1950999,1,369.9,256250,Priory of the Sacred Flame,Lucifearo,2025-09-19T22:56:43.000Z
12,2052948,1860999,0,316.1,-191949,The Dawnbreaker,Damson,2025-09-20T13:46:11.000Z
12,2052948,1860999,0,316.1,-191949,The Dawnbreaker,Unamithil,2025-09-20T13:46:11.000Z
12,2052948,1860999,0,316.1,-191949,The Dawnbreaker,Corallna,2025-09-20T13:46:11.000Z
12,2052948,1860999,0,316.1,-191949,The Dawnbreaker,Helliglys,2025-09-20T13:46:11.000Z
12,2052948,1860999,0,316.1,-191949,The Dawnbreaker,Lucifearo,2025-09-20T13:46:11.000Z
10,1380304,1860999,2,329.7,480695,The Dawnbreaker,Faerlina,2025-09-21T21:51:54.000Z
10,1380304,1860999,2,329.7,480695,The Dawnbreaker,Arkrawr,2025-09-21T21:51:54.000Z
10,1380304,1860999,2,329.7,480695,The Dawnbreaker,Machocham,2025-09-21T21:51:54.000Z
10,1380304,1860999,2,329.7,480695,The Dawnbreaker,Jo,2025-09-21T21:51:54.000Z
10,1380304,1860999,2,329.7,480695,The Dawnbreaker,Lucifearo,2025-09-21T21:51:54.000Z
10,1974823,2100999,1,322.3,126176,Tazavesh: Streets of Wonder,Faerlina,2025-09-21T02:53:24.000Z
